keyword,type,date,index
['东风汽车'],pc,2018-05-15,535
['东风汽车'],pc,2018-05-16,538
['东风汽车'],pc,2018-05-17,518
['东风汽车'],pc,2018-05-18,461
['东风汽车'],pc,2018-05-19,223
['东风汽车'],pc,2018-05-20,243
['东风汽车'],pc,2018-05-21,541
['东风汽车'],pc,2018-05-22,533
['东风汽车'],pc,2018-05-23,572
['东风汽车'],pc,2018-05-24,499
['东风汽车'],pc,2018-05-25,470
['东风汽车'],pc,2018-05-26,218
['东风汽车'],pc,2018-05-27,259
['东风汽车'],pc,2018-05-28,465
['东风汽车'],pc,2018-05-29,485
['东风汽车'],pc,2018-05-30,453
['东风汽车'],pc,2018-05-31,488
['东风汽车'],pc,2018-06-01,475
['东风汽车'],pc,2018-06-02,237
['东风汽车'],pc,2018-06-03,216
['东风汽车'],pc,2018-06-04,504
['东风汽车'],pc,2018-06-05,485
['东风汽车'],pc,2018-06-06,492
['东风汽车'],pc,2018-06-07,468
['东风汽车'],pc,2018-06-08,440
['东风汽车'],pc,2018-06-09,247
['东风汽车'],pc,2018-06-10,204
['东风汽车'],pc,2018-06-11,523
['东风汽车'],pc,2018-06-12,529
['东风汽车'],pc,2018-06-13,578
['东风汽车'],pc,2018-06-14,509
['东风汽车'],pc,2018-06-15,437
['东风汽车'],pc,2018-06-16,180
['东风汽车'],pc,2018-06-17,190
['东风汽车'],pc,2018-06-18,219
['东风汽车'],pc,2018-06-19,654
['东风汽车'],pc,2018-06-20,509
['东风汽车'],pc,2018-06-21,456
['东风汽车'],pc,2018-06-22,454
['东风汽车'],pc,2018-06-23,248
['东风汽车'],pc,2018-06-24,239
['东风汽车'],pc,2018-06-25,478
['东风汽车'],pc,2018-06-26,468
['东风汽车'],pc,2018-06-27,538
['东风汽车'],pc,2018-06-28,496
['东风汽车'],pc,2018-06-29,443
['东风汽车'],pc,2018-06-30,218
['东风汽车'],pc,2018-07-01,213
['东风汽车'],pc,2018-07-02,454
['东风汽车'],pc,2018-07-03,492
['东风汽车'],pc,2018-07-04,513
['东风汽车'],pc,2018-07-05,481
['东风汽车'],pc,2018-07-06,465
['东风汽车'],pc,2018-07-07,239
['东风汽车'],pc,2018-07-08,229
['东风汽车'],pc,2018-07-09,499
['东风汽车'],pc,2018-07-10,560
['东风汽车'],pc,2018-07-11,552
['东风汽车'],pc,2018-07-12,533
['东风汽车'],pc,2018-07-13,515
['东风汽车'],pc,2018-07-14,273
['东风汽车'],pc,2018-07-15,225
['东风汽车'],pc,2018-07-16,578
['东风汽车'],pc,2018-07-17,499
['东风汽车'],pc,2018-07-18,625
['东风汽车'],pc,2018-07-19,572
['东风汽车'],pc,2018-07-20,715
['东风汽车'],pc,2018-07-21,256
['东风汽车'],pc,2018-07-22,197
['东风汽车'],pc,2018-07-23,532
['东风汽车'],pc,2018-07-24,540
['东风汽车'],pc,2018-07-25,611
['东风汽车'],pc,2018-07-26,589
['东风汽车'],pc,2018-07-27,541
['东风汽车'],pc,2018-07-28,245
['东风汽车'],pc,2018-07-29,197
['东风汽车'],pc,2018-07-30,464
['东风汽车'],pc,2018-07-31,448
['东风汽车'],pc,2018-08-01,417
['东风汽车'],pc,2018-08-02,425
['东风汽车'],pc,2018-08-03,430
['东风汽车'],pc,2018-08-04,216
['东风汽车'],pc,2018-08-05,195
['东风汽车'],pc,2018-08-06,445
['东风汽车'],pc,2018-08-07,506
['东风汽车'],pc,2018-08-08,445
['东风汽车'],pc,2018-08-09,499
['东风汽车'],pc,2018-08-10,439
['东风汽车'],pc,2018-08-11,207
['东风汽车'],pc,2018-08-12,219
['东风汽车'],pc,2018-08-13,468
['东风汽车'],pc,2018-08-14,499
['东风汽车'],pc,2018-08-15,471
['东风汽车'],pc,2018-08-16,431
['东风汽车'],pc,2018-08-17,406
['东风汽车'],pc,2018-08-18,213
['东风汽车'],pc,2018-08-19,175
['东风汽车'],pc,2018-08-20,543
['东风汽车'],pc,2018-08-21,414
['东风汽车'],pc,2018-08-22,408
['东风汽车'],pc,2018-08-23,383
['东风汽车'],pc,2018-08-24,378
['东风汽车'],pc,2018-08-25,205
['东风汽车'],wise,2017-10-29,1207
['东风汽车'],wise,2017-10-30,1241
['东风汽车'],wise,2017-10-31,1280
['东风汽车'],wise,2017-11-01,1309
['东风汽车'],wise,2017-11-02,1291
['东风汽车'],wise,2017-11-03,1304
['东风汽车'],wise,2017-11-04,1137
['东风汽车'],wise,2017-11-05,1458
['东风汽车'],wise,2017-11-06,1373
['东风汽车'],wise,2017-11-07,1315
['东风汽车'],wise,2017-11-08,1276
['东风汽车'],wise,2017-11-09,1190
['东风汽车'],wise,2017-11-10,1112
['东风汽车'],wise,2017-11-11,1130
['东风汽车'],wise,2017-11-12,1379
['东风汽车'],wise,2017-11-13,1505
['东风汽车'],wise,2017-11-14,1481
['东风汽车'],wise,2017-11-15,1496
['东风汽车'],wise,2017-11-16,1362
['东风汽车'],wise,2017-11-17,1422
['东风汽车'],wise,2017-11-18,1330
['东风汽车'],wise,2017-11-19,1239
['东风汽车'],wise,2017-11-20,1231
['东风汽车'],wise,2017-11-21,1300
['东风汽车'],wise,2017-11-22,1302
['东风汽车'],wise,2017-11-23,1305
['东风汽车'],wise,2017-11-24,1248
['东风汽车'],wise,2017-11-25,1097
['东风汽车'],wise,2017-11-26,1187
['东风汽车'],wise,2017-11-27,1227
['东风汽车'],wise,2017-11-28,1263
['东风汽车'],wise,2017-11-29,1300
['东风汽车'],wise,2017-11-30,1266
['东风汽车'],wise,2017-12-01,1415
['东风汽车'],wise,2017-12-02,1270
['东风汽车'],wise,2017-12-03,1236
['东风汽车'],wise,2017-12-04,1354
['东风汽车'],wise,2017-12-05,1305
['东风汽车'],wise,2017-12-06,1333
['东风汽车'],wise,2017-12-07,1362
['东风汽车'],wise,2017-12-08,1276
['东风汽车'],wise,2017-12-09,1177
['东风汽车'],wise,2017-12-10,1150
['东风汽车'],wise,2017-12-11,1279
['东风汽车'],wise,2017-12-12,1250
['东风汽车'],wise,2017-12-13,1220
['东风汽车'],wise,2017-12-14,1337
['东风汽车'],wise,2017-12-15,1226
['东风汽车'],wise,2017-12-16,1130
['东风汽车'],wise,2017-12-17,1111
['东风汽车'],wise,2017-12-18,1294
['东风汽车'],wise,2017-12-19,1239
['东风汽车'],wise,2017-12-20,1350
['东风汽车'],wise,2017-12-21,1300
['东风汽车'],wise,2017-12-22,1294
['东风汽车'],wise,2017-12-23,1277
['东风汽车'],wise,2017-12-24,1133
['东风汽车'],wise,2017-12-25,1298
['东风汽车'],wise,2017-12-26,1234
['东风汽车'],wise,2017-12-27,1456
['东风汽车'],wise,2017-12-28,1456
['东风汽车'],wise,2017-12-29,1270
['东风汽车'],wise,2017-12-30,1124
['东风汽车'],wise,2017-12-31,1042
['东风汽车'],wise,2018-01-01,1248
['东风汽车'],wise,2018-01-02,1345
['东风汽车'],wise,2018-01-03,1290
['东风汽车'],wise,2018-01-04,1345
['东风汽车'],wise,2018-01-05,1298
['东风汽车'],wise,2018-01-06,1403
['东风汽车'],wise,2018-01-07,1460
['东风汽车'],wise,2018-01-08,1424
['东风汽车'],wise,2018-01-09,1507
['东风汽车'],wise,2018-01-10,1691
['东风汽车'],wise,2018-01-11,1551
['东风汽车'],wise,2018-01-12,1489
['东风汽车'],wise,2018-01-13,1488
['东风汽车'],wise,2018-01-14,1751
['东风汽车'],wise,2018-01-15,1518
['东风汽车'],wise,2018-01-16,1731
['东风汽车'],wise,2018-01-17,1846
['东风汽车'],wise,2018-01-18,1806
['东风汽车'],wise,2018-01-19,1725
['东风汽车'],wise,2018-01-20,1733
['东风汽车'],wise,2018-01-21,1866
['东风汽车'],wise,2018-01-22,1806
['东风汽车'],wise,2018-01-23,1750
['东风汽车'],wise,2018-01-24,1761
['东风汽车'],wise,2018-01-25,1518
['东风汽车'],wise,2018-01-26,1639
['东风汽车'],wise,2018-01-27,1524
['东风汽车'],wise,2018-01-28,1722
['东风汽车'],wise,2018-01-29,1697
['东风汽车'],wise,2018-01-30,1642
['东风汽车'],wise,2018-01-31,1693
['东风汽车'],wise,2018-02-01,1721
['东风汽车'],wise,2018-02-02,1694
['东风汽车'],wise,2018-02-03,1534
['东风汽车'],wise,2018-02-04,1547
['东风汽车'],wise,2018-02-05,1652
['东风汽车'],wise,2018-02-06,1671
['东风汽车'],wise,2018-02-07,1665
['东风汽车'],wise,2018-02-08,1605
['东风汽车'],wise,2018-02-09,1696
['东风汽车'],wise,2018-02-10,1516
['东风汽车'],wise,2018-02-11,1416
['东风汽车'],wise,2018-02-12,1509
['东风汽车'],wise,2018-02-13,1462
['东风汽车'],wise,2018-02-14,1340
['东风汽车'],wise,2018-02-15,1025
['东风汽车'],wise,2018-02-16,1224
['东风汽车'],wise,2018-02-17,1584
['东风汽车'],wise,2018-02-18,1700
['东风汽车'],wise,2018-02-19,1620
['东风汽车'],wise,2018-02-20,1800
['东风汽车'],wise,2018-02-21,1829
['东风汽车'],wise,2018-02-22,1917
['东风汽车'],wise,2018-02-23,1793
['东风汽车'],wise,2018-02-24,1870
['东风汽车'],wise,2018-02-25,1818
['东风汽车'],wise,2018-02-26,1831
['东风汽车'],wise,2018-02-27,1839
['东风汽车'],wise,2018-02-28,1630
['东风汽车'],wise,2018-03-01,1757
['东风汽车'],wise,2018-03-02,1783
['东风汽车'],wise,2018-03-03,1793
['东风汽车'],wise,2018-03-04,1907
['东风汽车'],wise,2018-03-05,1947
['东风汽车'],wise,2018-03-06,1966
['东风汽车'],wise,2018-03-07,1982
['东风汽车'],wise,2018-03-08,1649
['东风汽车'],wise,2018-03-09,1574
['东风汽车'],wise,2018-03-10,1591
['东风汽车'],wise,2018-03-11,1643
['东风汽车'],wise,2018-03-12,1604
['东风汽车'],wise,2018-03-13,1682
['东风汽车'],wise,2018-03-14,1695
['东风汽车'],wise,2018-03-15,1746
['东风汽车'],wise,2018-03-16,1686
['东风汽车'],wise,2018-03-17,1525
['东风汽车'],wise,2018-03-18,1665
['东风汽车'],wise,2018-03-19,1708
['东风汽车'],wise,2018-03-20,1605
['东风汽车'],wise,2018-03-21,1454
['东风汽车'],wise,2018-03-22,1422
['东风汽车'],wise,2018-03-23,1462
['东风汽车'],wise,2018-03-24,1375
['东风汽车'],wise,2018-03-25,1371
['东风汽车'],wise,2018-03-26,1402
['东风汽车'],wise,2018-03-27,1307
['东风汽车'],wise,2018-03-28,1278
['东风汽车'],wise,2018-03-29,1311
['东风汽车'],wise,2018-03-30,1283
['东风汽车'],wise,2018-03-31,1184
['东风汽车'],wise,2018-04-01,1235
['东风汽车'],wise,2018-04-02,1296
['东风汽车'],wise,2018-04-03,1274
['东风汽车'],wise,2018-04-04,1214
['东风汽车'],wise,2018-04-05,1279
['东风汽车'],wise,2018-04-06,1237
['东风汽车'],wise,2018-04-07,1213
['东风汽车'],wise,2018-04-08,1158
['东风汽车'],wise,2018-04-09,1235
['东风汽车'],wise,2018-04-10,1151
['东风汽车'],wise,2018-04-11,1311
['东风汽车'],wise,2018-04-12,1281
['东风汽车'],wise,2018-04-13,1391
['东风汽车'],wise,2018-04-14,1179
['东风汽车'],wise,2018-04-15,1183
['东风汽车'],wise,2018-04-16,1184
['东风汽车'],wise,2018-04-17,1172
['东风汽车'],wise,2018-04-18,1229
['东风汽车'],wise,2018-04-19,1305
['东风汽车'],wise,2018-04-20,1334
['东风汽车'],wise,2018-04-21,1196
['东风汽车'],wise,2018-04-22,1142
['东风汽车'],wise,2018-04-23,1289
['东风汽车'],wise,2018-04-24,1259
['东风汽车'],wise,2018-04-25,1275
['东风汽车'],wise,2018-04-26,1229
['东风汽车'],wise,2018-04-27,1281
['东风汽车'],wise,2018-04-28,1133
['东风汽车'],wise,2018-04-29,1237
['东风汽车'],wise,2018-04-30,1253
['东风汽车'],wise,2018-05-01,1358
['东风汽车'],wise,2018-05-02,1343
['东风汽车'],wise,2018-05-03,1229
['东风汽车'],wise,2018-05-04,1187
['东风汽车'],wise,2018-05-05,1151
['东风汽车'],wise,2018-05-06,1197
['东风汽车'],wise,2018-05-07,1244
['东风汽车'],wise,2018-05-08,1279
['东风汽车'],wise,2018-05-09,1172
['东风汽车'],wise,2018-05-10,1203
['东风汽车'],wise,2018-05-11,1264
['东风汽车'],wise,2018-05-12,1132
['东风汽车'],wise,2018-05-13,1106
['东风汽车'],wise,2018-05-14,1147
['东风汽车'],wise,2018-05-15,1139
['东风汽车'],wise,2018-05-16,1183
['东风汽车'],wise,2018-05-17,1135
['东风汽车'],wise,2018-05-18,1183
['东风汽车'],wise,2018-05-19,1176
['东风汽车'],wise,2018-05-20,1095
['东风汽车'],wise,2018-05-21,1229
['东风汽车'],wise,2018-05-22,1220
['东风汽车'],wise,2018-05-23,1183
['东风汽车'],wise,2018-05-24,1201
['东风汽车'],wise,2018-05-25,1144
['东风汽车'],wise,2018-05-26,1080
['东风汽车'],wise,2018-05-27,1160
['东风汽车'],wise,2018-05-28,1068
['东风汽车'],wise,2018-05-29,1073
['东风汽车'],wise,2018-05-30,1174
['东风汽车'],wise,2018-05-31,1026
['东风汽车'],wise,2018-06-01,994
['东风汽车'],wise,2018-06-02,989
['东风汽车'],wise,2018-06-03,1062
['东风汽车'],wise,2018-06-04,1095
['东风汽车'],wise,2018-06-05,1060
['东风汽车'],wise,2018-06-06,1056
['东风汽车'],wise,2018-06-07,1071
['东风汽车'],wise,2018-06-08,1051
['东风汽车'],wise,2018-06-09,992
['东风汽车'],wise,2018-06-10,1046
['东风汽车'],wise,2018-06-11,1086
['东风汽车'],wise,2018-06-12,1020
['东风汽车'],wise,2018-06-13,1148
['东风汽车'],wise,2018-06-14,1053
['东风汽车'],wise,2018-06-15,1025
['东风汽车'],wise,2018-06-16,967
['东风汽车'],wise,2018-06-17,985
['东风汽车'],wise,2018-06-18,1009
['东风汽车'],wise,2018-06-19,1216
['东风汽车'],wise,2018-06-20,1084
['东风汽车'],wise,2018-06-21,1088
['东风汽车'],wise,2018-06-22,1047
['东风汽车'],wise,2018-06-23,996
['东风汽车'],wise,2018-06-24,1066
['东风汽车'],wise,2018-06-25,1106
['东风汽车'],wise,2018-06-26,1325
['东风汽车'],wise,2018-06-27,1242
['东风汽车'],wise,2018-06-28,1290
['东风汽车'],wise,2018-06-29,1231
['东风汽车'],wise,2018-06-30,995
['东风汽车'],wise,2018-07-01,1051
['东风汽车'],wise,2018-07-02,1058
['东风汽车'],wise,2018-07-03,1009
['东风汽车'],wise,2018-07-04,1048
['东风汽车'],wise,2018-07-05,1126
['东风汽车'],wise,2018-07-06,1119
['东风汽车'],wise,2018-07-07,1040
['东风汽车'],wise,2018-07-08,1316
['东风汽车'],wise,2018-07-09,1473
['东风汽车'],wise,2018-07-10,1332
['东风汽车'],wise,2018-07-11,1123
['东风汽车'],wise,2018-07-12,1063
['东风汽车'],wise,2018-07-13,1110
['东风汽车'],wise,2018-07-14,1038
['东风汽车'],wise,2018-07-15,1082
['东风汽车'],wise,2018-07-16,1170
['东风汽车'],wise,2018-07-17,1361
['东风汽车'],wise,2018-07-18,1207
['东风汽车'],wise,2018-07-19,1283
['东风汽车'],wise,2018-07-20,1559
['东风汽车'],wise,2018-07-21,1168
['东风汽车'],wise,2018-07-22,1129
['东风汽车'],wise,2018-07-23,1152
['东风汽车'],wise,2018-07-24,1067
['东风汽车'],wise,2018-07-25,1103
['东风汽车'],wise,2018-07-26,1053
['东风汽车'],wise,2018-07-27,1115
['东风汽车'],wise,2018-07-28,1000
['东风汽车'],wise,2018-07-29,1027
['东风汽车'],wise,2018-07-30,1027
['东风汽车'],wise,2018-07-31,1071
['东风汽车'],wise,2018-08-01,1011
['东风汽车'],wise,2018-08-02,1035
['东风汽车'],wise,2018-08-03,1083
['东风汽车'],wise,2018-08-04,998
['东风汽车'],wise,2018-08-05,1004
['东风汽车'],wise,2018-08-06,1060
['东风汽车'],wise,2018-08-07,1000
['东风汽车'],wise,2018-08-08,976
['东风汽车'],wise,2018-08-09,988
['东风汽车'],wise,2018-08-10,1005
['东风汽车'],wise,2018-08-11,999
['东风汽车'],wise,2018-08-12,1119
['东风汽车'],wise,2018-08-13,1049
['东风汽车'],wise,2018-08-14,990
['东风汽车'],wise,2018-08-15,1036
['东风汽车'],wise,2018-08-16,986
['东风汽车'],wise,2018-08-17,953
['东风汽车'],wise,2018-08-18,935
['东风汽车'],wise,2018-08-19,971
['东风汽车'],wise,2018-08-20,983
['东风汽车'],wise,2018-08-21,965
['东风汽车'],wise,2018-08-22,976
['东风汽车'],wise,2018-08-23,955
['东风汽车'],wise,2018-08-24,940
['东风汽车'],wise,2018-08-25,934
['东风汽车'],all,2018-08-26,1204
['东风汽车'],all,2018-08-27,1420
['东风汽车'],all,2018-08-28,1414
['东风汽车'],all,2018-08-29,1364
['东风汽车'],all,2018-08-30,1369
['东风汽车'],all,2018-08-31,1283
['东风汽车'],all,2018-09-01,1110
['东风汽车'],all,2018-09-02,1233
['东风汽车'],all,2018-09-03,1494
['东风汽车'],all,2018-09-04,1426
['东风汽车'],all,2018-09-05,1454
['东风汽车'],all,2018-09-06,1376
['东风汽车'],all,2018-09-07,1285
['东风汽车'],all,2018-09-08,1110
['东风汽车'],all,2018-09-09,1112
['东风汽车'],all,2018-09-10,1393
['东风汽车'],all,2018-09-11,1378
['东风汽车'],all,2018-09-12,1414
['东风汽车'],all,2018-09-13,1281
['东风汽车'],all,2018-09-14,1329
['东风汽车'],all,2018-09-15,1110
['东风汽车'],all,2018-09-16,1146
['东风汽车'],all,2018-09-17,1401
['东风汽车'],all,2018-09-18,1324
['东风汽车'],all,2018-09-19,1240
['东风汽车'],all,2018-09-20,1292
['东风汽车'],all,2018-09-21,1245
['东风汽车'],all,2018-09-22,1041
['东风汽车'],all,2018-09-23,1024
['东风汽车'],all,2018-09-24,1003
['东风汽车'],all,2018-09-25,1259
['东风汽车'],all,2018-09-26,1324
['东风汽车'],all,2018-09-27,1222
['东风汽车'],all,2018-09-28,1140
['东风汽车'],all,2018-09-29,1134
['东风汽车'],all,2018-09-30,1119
['东风汽车'],all,2018-10-01,1107
['东风汽车'],all,2018-10-02,1104
['东风汽车'],all,2018-10-03,1057
['东风汽车'],all,2018-10-04,1071
['东风汽车'],all,2018-10-05,1125
['东风汽车'],all,2018-10-06,1124
['东风汽车'],all,2018-10-07,1179
['东风汽车'],all,2018-10-08,1376
['东风汽车'],all,2018-10-09,1515
['东风汽车'],all,2018-10-10,1381
['东风汽车'],all,2018-10-11,1468
['东风汽车'],all,2018-10-12,1572
['东风汽车'],all,2018-10-13,1154
['东风汽车'],all,2018-10-14,1176
['东风汽车'],all,2018-10-15,1427
['东风汽车'],all,2018-10-16,1443
['东风汽车'],all,2018-10-17,1341
['东风汽车'],all,2018-10-18,1467
['东风汽车'],all,2018-10-19,1351
['东风汽车'],all,2018-10-20,1137
['东风汽车'],all,2018-10-21,1195
['东风汽车'],all,2018-10-22,1535
['东风汽车'],all,2018-10-23,1252
['东风汽车'],all,2018-10-24,1159
['东风汽车'],all,2018-10-25,1277
['东风汽车'],all,2018-10-26,1138
['东风汽车'],all,2018-10-27,948
['东风汽车'],all,2018-10-28,956
['东风汽车'],all,2018-10-29,1128
['东风汽车'],all,2018-10-30,3370
['东风汽车'],all,2018-10-31,3377
['东风汽车'],all,2018-11-01,3319
['东风汽车'],all,2018-11-02,3294
['东风汽车'],all,2018-11-03,3413
['东风汽车'],all,2018-11-04,3509
['东风汽车'],all,2018-11-05,3405
['东风汽车'],all,2018-11-06,3442
['东风汽车'],all,2018-11-07,3499
['东风汽车'],all,2018-11-08,3477
['东风汽车'],all,2018-11-09,2270
['东风汽车'],all,2018-11-10,2152
['东风汽车'],all,2018-11-11,2167
['东风汽车'],all,2018-11-12,2553
['东风汽车'],all,2018-11-13,2415
['东风汽车'],all,2018-11-14,2441
['东风汽车'],all,2018-11-15,2581
['东风汽车'],all,2018-11-16,1777
['东风汽车'],all,2018-11-17,1396
['东风汽车'],all,2018-11-18,1256
['东风汽车'],all,2018-11-19,1363
['东风汽车'],all,2018-11-20,1433
['东风汽车'],all,2018-11-21,1452
['东风汽车'],all,2018-11-22,1300
['东风汽车'],all,2018-11-23,1266
['东风汽车'],all,2018-11-24,1141
['东风汽车'],all,2018-11-25,1149
['东风汽车'],all,2018-11-26,2136
['东风汽车'],all,2018-11-27,2212
['东风汽车'],all,2018-11-28,2209
['东风汽车'],all,2018-11-29,2099
['东风汽车'],all,2018-11-30,2589
['东风汽车'],all,2018-12-01,2349
['东风汽车'],all,2018-12-02,2397
['东风汽车'],all,2018-12-03,2712
['东风汽车'],all,2018-12-04,2847
['东风汽车'],all,2018-12-05,2373
['东风汽车'],all,2018-12-06,2654
['东风汽车'],all,2018-12-07,2559
['东风汽车'],all,2018-12-08,2358
['东风汽车'],all,2018-12-09,2486
['东风汽车'],all,2018-12-10,2708
['东风汽车'],all,2018-12-11,2608
['东风汽车'],all,2018-12-12,2532
['东风汽车'],all,2018-12-13,2651
['东风汽车'],all,2018-12-14,2925
['东风汽车'],all,2018-12-15,2545
['东风汽车'],all,2018-12-16,2532
['东风汽车'],all,2018-12-17,2771
['东风汽车'],all,2018-12-18,2694
['东风汽车'],all,2018-12-19,2472
['东风汽车'],all,2018-12-20,1293
['东风汽车'],all,2018-12-21,1298
['东风汽车'],all,2018-12-22,1132
['东风汽车'],all,2018-12-23,1138
['东风汽车'],all,2018-12-24,1315
['东风汽车'],all,2018-12-25,1306
['东风汽车'],all,2018-12-26,1360
['东风汽车'],all,2018-12-27,1363
['东风汽车'],all,2018-12-28,1271
['东风汽车'],all,2018-12-29,1109
['东风汽车'],all,2018-12-30,1117
['东风汽车'],all,2018-12-31,1108
['东风汽车'],all,2019-01-01,1109
['东风汽车'],all,2019-01-02,1277
['东风汽车'],all,2019-01-03,1334
['东风汽车'],all,2019-01-04,1357
['东风汽车'],all,2019-01-05,1256
['东风汽车'],all,2019-01-06,1211
['东风汽车'],all,2019-01-07,1347
['东风汽车'],all,2019-01-08,1351
['东风汽车'],all,2019-01-09,1450
['东风汽车'],all,2019-01-10,1390
['东风汽车'],all,2019-01-11,1300
['东风汽车'],all,2019-01-12,1326
['东风汽车'],all,2019-01-13,1192
['东风汽车'],all,2019-01-14,1392
['东风汽车'],all,2019-01-15,1269
['东风汽车'],all,2019-01-16,1269
['东风汽车'],all,2019-01-17,1262
['东风汽车'],all,2019-01-18,1278
['东风汽车'],all,2019-01-19,1085
['东风汽车'],all,2019-01-20,1120
['东风汽车'],all,2019-01-21,1273
['东风汽车'],all,2019-01-22,1259
['东风汽车'],all,2019-01-23,1329
['东风汽车'],all,2019-01-24,1293
['东风汽车'],all,2019-01-25,1249
['东风汽车'],all,2019-01-26,1167
['东风汽车'],all,2019-01-27,1157
['东风汽车'],all,2019-01-28,1253
['东风汽车'],all,2019-01-29,1290
['东风汽车'],all,2019-01-30,1270
['东风汽车'],all,2019-01-31,1213
['东风汽车'],all,2019-02-01,1180
['东风汽车'],all,2019-02-02,1106
['东风汽车'],all,2019-02-03,1092
['东风汽车'],all,2019-02-04,1022
['东风汽车'],all,2019-02-05,973
['东风汽车'],all,2019-02-06,1199
['东风汽车'],all,2019-02-07,1263
['东风汽车'],all,2019-02-08,1342
['东风汽车'],all,2019-02-09,1314
['东风汽车'],all,2019-02-10,1348
['东风汽车'],all,2019-02-11,1535
['东风汽车'],all,2019-02-12,1605
['东风汽车'],all,2019-02-13,1656
['东风汽车'],all,2019-02-14,1562
['东风汽车'],all,2019-02-15,1673
['东风汽车'],all,2019-02-16,1501
['东风汽车'],all,2019-02-17,1286
['东风汽车'],all,2019-02-18,1774
['东风汽车'],all,2019-02-19,1538
['东风汽车'],all,2019-02-20,1589
['东风汽车'],all,2019-02-21,1532
['东风汽车'],all,2019-02-22,1480
['东风汽车'],all,2019-02-23,1289
['东风汽车'],all,2019-02-24,1132
['东风汽车'],all,2019-02-25,1733
['东风汽车'],all,2019-02-26,1907
['东风汽车'],all,2019-02-27,1777
['东风汽车'],all,2019-02-28,1687
['东风汽车'],all,2019-03-01,1427
['东风汽车'],all,2019-03-02,1346
['东风汽车'],all,2019-03-03,1263
['东风汽车'],all,2019-03-04,1930
['东风汽车'],all,2019-03-05,1672
['东风汽车'],all,2019-03-06,2009
['东风汽车'],all,2019-03-07,1679
['东风汽车'],all,2019-03-08,1555
['东风汽车'],all,2019-03-09,1331
['东风汽车'],all,2019-03-10,1344
['东风汽车'],all,2019-03-11,1563
['东风汽车'],all,2019-03-12,1663
['东风汽车'],all,2019-03-13,1516
['东风汽车'],all,2019-03-14,1478
['东风汽车'],all,2019-03-15,1414
['东风汽车'],all,2019-03-16,1242
['东风汽车'],all,2019-03-17,1357
['东风汽车'],all,2019-03-18,1765
['东风汽车'],all,2019-03-19,1623
['东风汽车'],all,2019-03-20,1479
['东风汽车'],all,2019-03-21,1552
['东风汽车'],all,2019-03-22,2228
['东风汽车'],all,2019-03-23,1411
['东风汽车'],all,2019-03-24,1437
['东风汽车'],all,2019-03-25,1967
['东风汽车'],all,2019-03-26,1683
['东风汽车'],all,2019-03-27,1448
['东风汽车'],all,2019-03-28,1552
['东风汽车'],all,2019-03-29,1541
['东风汽车'],all,2019-03-30,1218
['东风汽车'],all,2019-03-31,1185
['东风汽车'],all,2019-04-01,2105
['东风汽车'],all,2019-04-02,2054
['东风汽车'],all,2019-04-03,1784
['东风汽车'],all,2019-04-04,1535
['东风汽车'],all,2019-04-05,1134
['东风汽车'],all,2019-04-06,1099
['东风汽车'],all,2019-04-07,1088
['东风汽车'],all,2019-04-08,1563
['东风汽车'],all,2019-04-09,1466
['东风汽车'],all,2019-04-10,2102
['东风汽车'],all,2019-04-11,2961
['东风汽车'],all,2019-04-12,3182
['东风汽车'],all,2019-04-13,1418
['东风汽车'],all,2019-04-14,1632
['东风汽车'],all,2019-04-15,3403
['东风汽车'],all,2019-04-16,2975
['东风汽车'],all,2019-04-17,3437
['东风汽车'],all,2019-04-18,3395
['东风汽车'],all,2019-04-19,2969
['东风汽车'],all,2019-04-20,1405
['东风汽车'],all,2019-04-21,1426
['东风汽车'],all,2019-04-22,2647
['东风汽车'],all,2019-04-23,2470
['东风汽车'],all,2019-04-24,2267
['东风汽车'],all,2019-04-25,2174
['东风汽车'],all,2019-04-26,1951
['东风汽车'],all,2019-04-27,1257
['东风汽车'],all,2019-04-28,1326
['东风汽车'],all,2019-04-29,1961
['东风汽车'],all,2019-04-30,1704
['东风汽车'],all,2019-05-01,1101
['东风汽车'],all,2019-05-02,1124
['东风汽车'],all,2019-05-03,1137
['东风汽车'],all,2019-05-04,1151
['东风汽车'],all,2019-05-05,1413
['东风汽车'],all,2019-05-06,1984
['东风汽车'],all,2019-05-07,1604
['东风汽车'],all,2019-05-08,1771
['东风汽车'],all,2019-05-09,1590
['东风汽车'],all,2019-05-10,1244
['东风汽车'],all,2019-05-11,1042
['东风汽车'],all,2019-05-12,1046
['东风汽车'],all,2019-05-13,1392
['东风汽车'],all,2019-05-14,1473
['东风汽车'],all,2019-05-15,1355
['东风汽车'],all,2019-05-16,1219
['东风汽车'],all,2019-05-17,1260
['东风汽车'],all,2019-05-18,1030
['东风汽车'],all,2019-05-19,1084
['东风汽车'],all,2019-05-20,1347
['东风汽车'],all,2019-05-21,1376
['东风汽车'],all,2019-05-22,1313
['东风汽车'],all,2019-05-23,1371
['东风汽车'],all,2019-05-24,1422
['东风汽车'],all,2019-05-25,1115
['东风汽车'],all,2019-05-26,1156
['东风汽车'],all,2019-05-27,1678
['东风汽车'],all,2019-05-28,1418
['东风汽车'],all,2019-05-29,1208
['东风汽车'],all,2019-05-30,1332
['东风汽车'],all,2019-05-31,1218
['东风汽车'],all,2019-06-01,1065
['东风汽车'],all,2019-06-02,1039
